"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Lebanon","LBN","Money (current LCU)","FM.LBL.MONY.CN","1115000000","1199000000","1411000000","1885000000","1390200000","1509100000","1545600000","1569800000","1749100000","1664600000","1676300000","2001900000","2277400000","2620900000","3000300000","3834100000","4893600000","5032400000","6137400000","6679800000","7666600000","9005100000","11069800000","12945000000","13783600000","20154200000","30325600000","68890000000","182862000000","287186000000","449923000000","689405000000","1199399000000","1143217000000","1436849000000","1560611000000","1753440000000","1929360000000","2051530000000","2260800000000","2389300000000","2365300000000","2566395000000","2847023000000","3030589000000","2952094000000","3321725000000","3578115000000","4269286000000","4839666000000","5728339000000","6138351000000","7103571000000","7620391000000","",
"Liberia","LBR","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","44886000","38960000","59254000","53167000","72468000","72561000","69751000","54043000","66152000","76068000","91305000","115150000","150377000","177458000","190358000","236736000","","282122000","","","","","","","1571014000","1804839000","1597048000","1703416000","2363497351.97","2755631041.783","3727508683.26","4871610324.275","6635351679.87145","9099909312.85","13243696703.74","19113655404.3016","24562146355.545","33205502186.18","31261276277.7886","39972177991.8915","",
"Libya","LBY","Money (current LCU)","FM.LBL.MONY.CN","22000000","25800000","28800000","33710000","44730000","66780000","90860000","116740000","150130000","201860000","241080000","364480000","412990000","514010000","753840000","867570000","1139370000","1443770000","1687800000","2247320000","2898870000","3512160000","3232280000","2884450000","2711310000","3492190000","3041420000","3438640000","3011590000","3521440000","4452230000","4292770000","4987170000","5209290000","5885930000","6251400000","6323700000","6654500000","6683800000","7001200000","7313500000","7402700000","8359900000","8680500000","10154000000","13383900000","15455300000","22013800000","33323100000","37380500000","40078100000","51413975701","57311500000","62222700000","",
"St. Lucia","LCA","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","20625000","29048000","33010000","38385000","45218000","52673000","53528000","57497000","58391000","63057000","71052000","97624000","122584000","148546000","169043000","175081000","181587000","225813000","237613000","246428407","276564042","262332734","275135292","293579613","327821788","328097980","352819273","362128951","446430826","568417836","679425570","845960849","828214382","822994790","806670988","809850252.252451","839916712.620353","897403619.431437","898456303.873239","",
"Latin America & Caribbean (all income levels)","LCN","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Money (current LCU)","FM.LBL.MONY.CN","1197000000","1275000000","1333000000","1494000000","1610300000","1703300000","1644700000","1790100000","1895700000","1867700000","1949300000","2128200000","2461300000","2755400000","2922800000","3063500000","4133100000","5332000000","5894600000","7642600000","9332600000","9949400000","11672000000","14588600000","16646800000","18661500000","21050700000","24901100000","32154700000","35098800000","39607300000","46609700000","50067600000","59355500000","70462700000","75217800000","78202400000","85851400000","96268500000","108554200000","118477500000","122210600000","139361000000","162640049000","189338704000","231621288000","261032627592","268005419576","278553154818","339036147969.58","410274662174.04","440504718764.88","450734375900.95","","",
"Lower middle income","LMC","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","48467000","58621000","77167000","84667000","103276000","133139000","154643000","156813000","219877000","245182000","264224000","312778000","351152000","433184000","486587000","537696538","641622264","787029181","983165466","957321000","1035963000","1292273000","1440937000","1537749000","1591921000","1832034000","2688807000","2990665000","3877394000","4179240000","4989010000","2821523879.18","3476398336.76","3988210018.02","",
"Lithuania","LTU","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1746400000","2475700000","3488400000","3610900000","5109900000","5570800000","5275000000","5672600000","6744500000","8329200000","10535100000","15126000000","20901000000","24835000000","27940000000","23322000000","22049000000","27397000000","31318000000","35896000000","39782000000","",
"Luxembourg","LUX","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34849000000","32489000000","32196000000","34598000000","41730000000","52462000000","57167000000","69772000000","70349000000","73066000000","94761000000","94852000000","110212000000","124958000000","",
"Latvia","LVA","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","267782000","351132000","353782000","425651000","567272000","601272000","639337000","764574000","863594000","1047497000","1592000000","2000000000","2870000000","4064000000","3934000000","3344000000","2980000000","3771000000","4357000000","4833000000","5226000000","",
"Macao SAR, China","MAC","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","944042000","1161747000","1377389000","1828853000","2175634000","2585534000","2726108000","4232794000","6423594000","5760557000","5236372000","5617744000","5715866000","5308968000","5508697000","5363145000","4945391000","5735154999.99999","6159126000.00001","8583160000.00001","13220015000","12548174000","17990098000","22320930000","24411621000","30278214000","34392439000","35880199000","47225962000","57518854000","",
"St. Martin (French part)","MAF","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Money (current LCU)","FM.LBL.MONY.CN","2643000000","2800000000","3241000000","3501000000","3593000000","3811000000","3799000000","4136220000","4591020000","5058300000","5514470000","6192930000","7336210000","8571880000","10868870000","12837500000","15102300000","18001880000","20785170000","23351920000","25311620000","29015570000","30063700000","34196580000","36778920000","40289000000","47675000000","52035000000","59578000000","66046000000","90659000000","103709000000","110082000000","115458000000","128284000000","135964000000","143818000000","166843000000","179795000000","200596921906","216503000000","196607243865.571","216644122331.704","237246023053.267","261773739913.46","299296585145.448","353167048115.254","426411164753.017","449654319719.34","475212478649.384","508183193723.709","551397889259.8","574540016240.03","598253422900","",
"Monaco","MCO","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9041152","59787185","242074600","524198600","885035800","994511600","1298834800","1065455305","1479837270","2023219413","2949119921","4033093476","5228384329","6764059043","8906622517","10447968999","13153324707","13560325905","16006183142.63","18641183033.8","20822667445.87","23962142661.7952","31035494998.6171","",
"Madagascar","MDG","Money (current LCU)","FM.LBL.MONY.CN","","","5198000000","5366000000","5808000000","6166000000","6554000000","7306800000","7879800000","8308000000","9239000000","9390600000","10666800000","11464000000","13586400000","13870800000","15933800000","18772000000","20828000000","24850400000","30259200000","38764000000","41601200000","38530000000","47984800000","47718000000","57912600000","74364400000","90993400000","119669600000","114892600000","150513600000","183064200000","204883600000","320703000000","369601400000","433537800000","532789800000","590631200000","710064600000","803591400000","1046744400000","1125581016406.6","1172459732108.6","1399433391800","1414692972376.81","1750806395575.47","2074827023833.85","2262880491262.19","2402906265775.19","2618786926695.8","3246466064189.97","3386701725629.29","3550900078657.15","",
"Maldives","MDV","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","53763000","46189000","37522000","53414000","80748000","108346000","91605000","87777000","112609000","162640000","187613000","196949000","219828000","261527000","310560000","398337000","457080000","681930000","833310000","876530000","1033480000","1168340000","1355450000","1554020000","1730150000","2538245836.29","2961928575.76","3574468504.19","4809294134.56","5646037810.74","6574278296.33","8284136714.64","9811737374.31","11499751390.68","12523327112.31","15028370077.37","15795262515.55","19487645450.85","",
"Middle East & North Africa (all income levels)","MEA","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Money (current LCU)","FM.LBL.MONY.CN","16870000","17850000","20270000","23490000","27510000","29140000","32340000","34810000","40400000","45890000","50590000","54540000","64780000","80030000","99200000","121070000","157130000","198400000","262900000","353900000","463300000","614000000","981000000","1385000000","2258000000","3427000000","5622000000","12436000000","20586000000","28657000000","46973000000","106373000000","122080000000","143900000000","145115000000","148534000000","206070000000","267210631763.251","323912007759.7","407601346891.64","465485333432.29","609453310000","703877468000","808492267085.93","884176258000","1026178520761.98","1179627650924.98","1333769541277.16","1481554453231.6","1616053446298.99","1860739050043.65","2118035907339.37","2293632196067.52","2526757961866.77","",
"Marshall Islands","MHL","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Macedonia, FYR","MKD","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5556000000","9866000000","11532000000","11255000000","13127000000","14300000000","18729000000","21418000000","25302000000","26391000000","34698115091","35629286034.5","38003898289","45248100291","59203535918","69744210381.5","72709945452","79844638000","85166398000","88738544000","93904820189.0588","",
"Mali","MLI","Money (current LCU)","FM.LBL.MONY.CN","","","6515000000","7304500000","8491500000","9193000000","11186500000","12248500000","11267000000","11950000000","13412500000","14440000000","15988000000","17541500000","26999000000","31952000000","35616000000","40657500000","48485000000","56770000000","59518499999.998","60248499999.998","68318499999.998","81248499999.998","107094000000","113771300000","117506500000","109302900000","114614600000","110432800000","98474700000","107368000000","108282000000","117786000000","174171700000","198195300000","240388300000","255996600000","267570300000","266024700000","292376900000","377206100000","488841200000","620835700000","569670600000","642716400000","700469000000","699692300000","734907500000","800452800000","923135600000","1092916540000","1284202400000","1318358800000","",
"Malta","MLT","Money (current LCU)","FM.LBL.MONY.CN","5950000","6404000","6310000","6372000","6499000","7403000","9315000","10634000","13853000","16308000","27584439.7856976","28448637.3165618","41490798.9750757","33713021.1972979","45357558.8166783","57929187.0486839","66860004.6587468","64796179.8276264","92124388.5394829","129026321.919404","122809224.318658","127106918.238994","108416026.088982","104828791.055206","98374097.3678081","111504775.215467","115217796.412765","126599114.838109","115637083.624505","114679711.157699","126505939.902166","145241090.146751","165203820.172374","167274633.12369","227447006.755183","341115769.857908","295108315.863033","291667831.353366","363659445.609131","454528301.886792","462047519.217331","504258094.57256","566713303.703704","1932038201.72374","2569298858.60703","2750989983.69439","2781271837.87561","3109713487.07198","3861000000","4345000000","4966000000","5373000000","5855000000","6628000000","",
"Myanmar","MMR","Money (current LCU)","FM.LBL.MONY.CN","1451000000","1485000000","1661000000","2351000000","2208000000","2064000000","2221000000","2310000000","2330000000","2357000000","1936900000","2029900000","2493600000","3142900000","3997000000","4858500000","5397000000","5592000000","6298000000","7003000000","7900000000","9112000000","9803000000","11067000000","12777000000","11551000000","16337000000","9474000000","15668000000","21317000000","30587000000","42622000000","57676790000","72405800000","94857760000","124595300000","165369300000","216978300000","278102100000","340639000000","459684000000","695452000000","1001382000000","1175379000000","1471750000000","1931735000000","2445595000000","3181113000000","3385387000000","4199165000000","5548876000000","6688621000000","7631418450000","9585219480000","",
"Middle East & North Africa (developing only)","MNA","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99612700","96122900","124576600","216206300","493084300","791375936.1","576657860.4","534325170.9","586232840.7","578899666.7","613289466.5","699851851.07","",
"Mongolia","MNG","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7313752000","7640551000","18547460000","33049900000","42636500000","60837500000","76109000000","82582000000","114825600000","130751300000","196456875014.4","251766015378.62","339798407994.33","329622112646.66","468430233143.284","541088240183.138","911334509984.567","930459876608.565","1023239321100","1923757622482.94","2521915235492.23","2694515432295.68","3067555121216.15","",
"Northern Mariana Islands","MNP","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","365152000","495787000","727000000","1056600000","1606100000","2417900000","3264000000","3917235000","4901658000","5612951000","6994387000","8557161000","15545097326.9068","20458764692.9649","23661404702.9684","24920881389.4434","32005585475.1892","38037347202.56","46364394478.19","53867519987.4963","73901266853.7272","91138143299.8564","97578446212.3772","129196095246.43","146020950844.29","",
"Mauritania","MRT","Money (current LCU)","FM.LBL.MONY.CN","","","544000000","537000000","503000000","429000000","582000000","693000000","799200000","822200000","1109600000","1132000000","1428000000","1493500000","2450900000","2926400000","3682800000","4094700000","4134400000","5081400000","5677400000","7652700000","7135300000","8089600000","9640600000","12173300000","11392500000","13397400000","14031900000","15062000000","17033700000","18986700000","","","","","","","","","","","","","","128282000000","148741000000","171057000000","203056563081.6","232110702333.11","259968988661.67","325221407453.49","363487500703.98","","",
"Mauritius","MUS","Money (current LCU)","FM.LBL.MONY.CN","171000000","197400000","181900000","243000000","207800000","188700000","219900000","223500000","191400000","217500000","229600000","261600000","376300000","466600000","783700000","993200000","1098600000","1219200000","1449200000","1426200000","1720300000","1533400000","1741100000","1803800000","2050300000","2038800000","2432200000","3303700000","3820200000","4510900000","5577800000","6676500000","7199300000","7422300000","8863400000","9570500000","9827000000","10609600000","11586400000","11997700000","13294200000","15446400000","18149500000","36987673597.8114","45389521209.9088","46185495758.3522","52676533050.6468","64311339535.2762","75590283592.6354","86001474965.3611","85797641848.6161","89733278643.2551","96800517972.047","103708045518.579","",
"Malawi","MWI","Money (current LCU)","FM.LBL.MONY.CN","","","","","","19019000","21626000","24536000","25104000","28483000","32723000","38810000","40606000","55117000","73425000","78724000","72826000","100090000","93815000","90593000","97196000","114750000","130810000","127757000","154247000","166932000","220776000","298022000","435920000","452706000","482118000","633863000","756703000","1019895000","1535426000","2211210000","2756843000","3212982000","5248440000","7007274000","9736456000","11048675000","13979031000","17763331942.1","25723015714","31303063735.24","35688653673.9","50729809240.77","70596708169.9","81900275762.14","106869678330.4","141934504416.95","153353484143.066","197772674771.454","",
"Malaysia","MYS","Money (current LCU)","FM.LBL.MONY.CN","1170500000","1200500000","1257000000","1345100000","1358400000","1801200000","1681400000","1528600000","1717200000","1912800000","2071300000","2172400000","2715400000","3735200000","4055300000","4348800000","5256900000","6127400000","7242800000","8486000000","9756800000","11014500000","12476700000","13432300000","13356700000","14132100000","14522700000","16374600000","18730300000","21978300000","25405200000","27928300000","35544200000","48077100000","56174800000","63593900000","73055200000","81654503570","57425201980","73720311000","79380789000","89011382263.34","100926806735.61","109592701581.89","126233885758.95","138528246936.29","155132533157.48","174304862001.91","191270893699.77","213869184185.27","239784195784.37","272942264715.97","308954478391.5","347675994368.85","",
"North America","NAC","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614327000","821948000","966619000","1347787000","1628537000","1760990000","2761636000","2871093000","3669060000","4477223000","5752287000","6291635000","6887080298.39506","8080759858.39","9562536075.37","9408855419.54","13678950326.27","14636085202.3829","17997903802.0931","20547325413.5952","23061142585.4452","26318668568.9752","24948896682.2297","33880131444.0533","",
"New Caledonia","NCL","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Money (current LCU)","FM.LBL.MONY.CN","","","4950000000","5840000000","5740000000","6720000000","6950000000","7360000000","7240000000","8540000000","8830000000","10571000000","11377000000","13621000000","17637000000","20133000000","24778000000","32333000000","46394000000","57264999999.8594","64594000000.002","74752999999.6894","70926999999.7207","66545999999.7031","78406000000","80591200000","82993100000","73146300000","82130900000","88196900000","77873200000","79927900000","71572600000","79516900000","91784100000","100238000000","90697600000","73123900000","59613000000","68801100000","77246600000","104267600000","95558000000","149474400000","182761700000","192304200000","228793600000","269346200000","291220200000","356352500000","450479500000","476355200000","638371100000","707034000000","",
"Nigeria","NGA","Money (current LCU)","FM.LBL.MONY.CN","221200000","229400000","252600000","268700000","317600000","327900000","357200000","322800000","338500000","447300000","642600000","670100000","747300000","788100000","1619300000","2463000000","3728400000","5420100000","5100600000","6146700000","9226700000","9744700000","10048600000","11282500000","12204100000","13227400000","12662900000","14906100000","21446300000","26664100000","34540130000","48707600000","79273374625.71","124421603185.89","178440286466.51","207508666353.89","235577425470.18","275098130539.88","327300327180.08","400826404725.31","649683846576.85","810187392591.89","902558400000","1006378100000","1198218338952.82","1523435454000","1823059000000","3188922688305.38","5067283339735.09","5210677320628.87","5718815198209.01","6648360370822.72","7366776094918.16","7818008255320.2","",
"Nicaragua","NIC","Money (current LCU)","FM.LBL.MONY.CN","0.0528","0.05454","0.07058","0.07948","0.09206","0.10746","0.11302","0.10814","0.09696","0.10262","0.11564","0.12378","0.14974","0.22928","0.26266","0.25116","0.3231","0.33984","0.31586","0.61982","0.82048","1.04126","1.30916","2.27138","4.16872","10.95492","38.58504","284.36914","33480","826380","52778530","758400000","844700000","805500000","1097200000","1242400000","1654851230.21","2064403213.43","2551199523.7","3151014517.94","3411724408.48","4479480757.66","4624883036.84","5634326871.37","7076846045.46682","8687793643.83959","10154586465.9389","13379571153.4119","16209871693.1994","20125122484.9063","26899265627.8152","27308549643.0769","32876294188.6094","39342250225.9911","",
"Netherlands","NLD","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","134653000000","147132000000","159177000000","168254000000","173860000000","184929000000","209826000000","223511000000","219638000000","223446000000","252436000000","281456000000","285210000000","293474000000","296507000000","",
"High income: nonOECD","NOC","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Norway","NOR","Money (current LCU)","FM.LBL.MONY.CN","7768000000","8134000000","8771000000","9263000000","9829000000","10610000000","11422000000","12264000000","14123000000","15275000000","17196000000","19212000000","22386000000","25814000000","28875000000","33651000000","32472000000","37039000000","39285000000","42570000000","44538000000","51416000000","57763000000","64766000000","80569000000","97020000000","101822000000","152763000000","187226000000","218536000000","237707000000","255998000000","323329000000","340121000000","354962000000","358707000000","392740000000","417002000000","497520000000","525433000000","565125000000","659620000000","713761861694.336","748063697238.922","743441565734.863","839011970825.195","971483464782.715","","","","","","","","",
"Nepal","NPL","Money (current LCU)","FM.LBL.MONY.CN","182200000","223600000","227900000","294000000","378700000","481400000","506300000","531700000","595800000","739400000","689400000","773500000","831500000","1070600000","1266500000","1313200000","1599500000","1890300000","2147400000","2484400000","2817700000","3145200000","3604400000","4246800000","4827100000","5515400000","6819700000","8524500000","9658900000","11495900000","14009900000","17391300000","20074200000","24993600000","30048400000","32873300000","34791100000","50613326343.2","44866400000","54402526343.2","62266159357.75","72160720000","76411820000","81990349281.5","95812458808.56","104075920795","118854123927","133524911100","159311602153.428","201048793901.162","207498353055.68","230569891289.186","253336854938.764","320579510101.46","",
"New Zealand","NZL","Money (current LCU)","FM.LBL.MONY.CN","748800000","732600000","729800000","751200000","800400000","783580000","810450000","780840000","779690000","800880000","860830000","949060000","1219110000","1544900000","1600960000","1749430000","1909520000","1945540000","2378490000","2458180000","2535400000","2926080000","3029830000","3426260000","3760770000","4104150000","4667840000","6666580000","7194170000","8389070000","8406140000","8523270000","8393080000","8980010000","9534700000","10404630000","10591690000","11360590000","12356860000","14605060000","15662198000","33527478826.04","33770412043.03","36983794288.55","37130144123.8","36051172772.88","35812057523.66","34614191795.71","34887829930.71","34895950781.51","36480315894.55","","","","",
"High income: OECD","OEC","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"OECD members","OED","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","18957000","24948000","48408000","71641000","102116000","111223000","114316000","123139000","154729000","212654000","248791000","299073000","283924000","328600000","312818000","335189000","315292000","345437000","390760000","405687000","432979000","451515000","472924000","471324000","503354000","549672000","505814000","511227000","549337000","701564000","771656000","807995000","911705000","1133586000","1227817000","2199032257","2289322000","2697275803","3298133459","3443258499","3968324701","4460930131","",
"Other small states","OSS","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Money (current LCU)","FM.LBL.MONY.CN","6159000000","5841800000","6133300000","6939900000","8246300000","9012200000","10597500000","10284500000","11041900000","12620100000","14015600000","16488100000","19938500000","22194200000","22516900000","25621100000","34043700000","39966100000","47193500000","56829500000","66671400000","72285300000","87340700000","100566000000","105779900000","123060100000","145250700000","173016400000","189834400000","217026500000","254619800000","305978300000","371796100000","378111000000","435388000000","490961000000","528011000000","699806000000","732291000000","795370000000","876014000000","963013000000","1116266000000","1384968700000","1684178000000","2469914000000","2849975000000","3398406000000","3319512646000","3859120824762","4549399948900","5068643749617.22","6050668020548","7099568613151","",
"Panama","PAN","Money (current LCU)","FM.LBL.MONY.CN","42100000","43900000","48800000","59700000","50800000","55500000","61900000","70300000","80900000","84800000","100500000","105400000","153600000","161100000","196300000","173100000","190000000","213200000","246000000","301300000","335300000","359700000","379700000","374300000","388300000","419700000","449500000","442100000","303800000","306900000","432800000","556862000","639200000","708190000","804080000","814719000","841263453","995482327","1125229943","1142734186","1175770175","","","","","","","","","","","","","","",
"Peru","PER","Money (current LCU)","FM.LBL.MONY.CN","7","8.2","8.9","10.3","13.2","15.8","18.2","20.7","22.8","27.5","43.3","46.6","60.3","75.7","105.5","123.3","155","185","270.4","460.7","729.7","1074.7","1509.3","2965.1","6058.6","23097.9","43410.1","96375.8","592680.9","10364104.5","707331500","1607100000","2842700000","4337300000","5589200000","7498200000","8972400000","15175100000","19165200000","22273400000","21071880000","21035392799.37","21576734582.03","21069804075.2917","23513537297.9377","26131770280.13","32491651588.2363","43560819876.6958","47764535091.6828","50087710571.0191","60689679950.3158","67810670243.52","83164154644.5","91077377222.551","",
"Philippines","PHL","Money (current LCU)","FM.LBL.MONY.CN","1687600000","1978000000","2320400000","2426500000","2392700000","2596100000","2743200000","3186800000","3277500000","4016700000","4309600000","5011100000","6469500000","7267200000","9007800000","10314800000","12074900000","14938500000","16945500000","18843600000","22541100000","23524300000","23524500000","33546000000","34442000000","36756000000","43167000000","53804300000","61195700000","81275800000","92935700000","107692600000","117535000000","143708000000","159899000000","194625000000","233121000000","266327000000","285950000000","395557000000","390548000000","401218595272.96","483267196530.011","528431607816.521","575981411490.835","626746611102.141","801878120789.975","941238144072.072","1084296543641.19","1235374197977.68","1377740948551.27","1525371704671.51","1644298889353.79","2081916305458.23","",
"Palau","PLW","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","99402000","140428000","150799000","135016000","169377000","178987000","195407000","201555000","194363000","188638000","205965000","248988000","244153000","256680000","281332000","322166000","344504000","343835000","417155000","437424000","594285000","614484000","700641000","1064866000","1006662000","1110790000","1343558000","1372691000","1311124289.74","1598676715.55","1706516262.94","2231781458.07","3017346844.02","3790345899.17","4923297844.32","5519609582.9","6232680376.98","7643616420.55","9619684888.09","11148478735.55","12046679554.77","",
"Poland","POL","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","78360000","88300000","106950000","150190000","164710000","190300000","229210000","279300000","351610000","531910000","1881300000","9426280000","10783000000","14962700000","19646000000","27450000000","37439000000","52330900000","61686245420","71669666130","88200881720","82574246370","94157825950","112888645000","133575526000","175720000000","220641000000","275831000000","335266000000","349942000000","388345000000","449192000000","468053000000","484814000000","555835000000","",
"Puerto Rico","PRI","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. Rep.","PRK","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46933000000","48671000000","52505000000","54162000000","58308000000","60940000000","68389000000","71311000000","70352000000","69839000000","72422000000","71620000000","69109000000","67390000000","71516000000","",
"Paraguay","PRY","Money (current LCU)","FM.LBL.MONY.CN","2674000000","3391000000","3311000000","3685000000","4473000000","4913000000","5034000000","5296300000","5683900000","5938700000","6946700000","7614200000","9178000000","12093800000","14835700000","17451400000","21319800000","28034300000","38991200000","47604900000","59740600000","60426000000","58874200000","73384800000","93354600000","118860000000","151918000000","233296100000","330160000000","434891000000","558059000000","738908000000","905029000000","1054005000000","1370313000000","1702476407000","1713414666000","1894555887000","2006178736000","2194709011300","2600419003000","3500870704000","3758647243000","4947821913500","6215162754246.75","7443982387612","8528845133138.77","11655643937124.6","12964145373796.1","16446710029477.6","19444956073970","21126507492687.6","23427894069592.6","27844777778331.7","",
"Pacific island small states","PSS","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","117160000","152950000","173930000","179800000","197550000","237140000","345460000","412810000","563710000","1005090000","1576210000","2087080000","2306550000","2491560000","2274080000","3403100000","3794840000","3624510000","4134500000","4016700000","4487180000","4778360000","3398530000","3402690000","4055050000","3628690000","3989780000","4254300000","3910300000","3720100000","3885000000","4130500000","4216300000","4178700000","4448900000","9410237000","12033561000","15795408000","19820524000","32422188000","43247044000","52500673000","67305706000","71392810000","87578553000","113317803000","118576822000","137155868000","",
